cid,category
1743,"['Cooking, Mexican']"
3568,"['Cooking, Scottish']"
5949,"['Cooking, Spanish']"
1940,['Cooks']
5553,['Cooperation']
2443,['Cooperativeness']
337,['Copenhagen (Denmark)']
4825,['Copper age']
3379,['Copper']
2959,['Copyright']
3079,['Coral reef animals']
5785,"['Coran, Jessica (Fictitious character)']"
155,['Cork (Ireland : County)']
756,['Cornwall (England : County)']
2002,['Coronary heart disease']
2422,['Coronation Street (Television program)']
1398,['Corporate culture']
5274,['Corporate culture.']
4977,['Corporation law']
687,['Corporations']
5953,['Corrections']
2060,['Corruption investigation']
2172,['Cosmetics']
4375,['Cosmogony']
5769,['Cosmography']
1809,['Cosmology']
3306,['Cossacks']
4358,['Cost and standard of living']
1690,['Costa Rica']
4142,['Costume design']
3455,['Costume designers']
1337,['Costume']
1217,['Cotswold Hills (England)']
1622,['Cottages']
4669,['Cotton farmers']
3924,['Counseling par un groupe de pairs (Étudiants)']
2669,['Counseling']
4297,['Counterculture']
2864,['Counterfeits and counterfeiting']
5906,['Counterinsurgency']
1737,['Counting']
3005,['Counting.']
2208,['Country homes']
2947,['Country lawyers']
104,['Country life']
4002,['Country musicians']
2984,['Couples']
90,['Courage']
4864,['Course - Aspect psychologique']
4847,['Court interpreting and translating']
1677,['Courtesy']
3387,['Courtly love in literature.']
4692,['Courts and courtiers in literature']
419,['Courts and courtiers']
4113,['Courts']
4948,['Courts-martial and courts of inquiry']
109,['Courtship']
3930,['Courtship.']
1039,['Cousins']
140,"['Covenant, Thomas (Fictitious character)']"
4800,['Covenants']
4836,['Cover letters']
493,['Cowboys']
597,['Cowgirls']
2452,['Cows']
5675,"['Coyoacán (Mexico City, Mexico)']"
2700,['Coyote']
4130,['Crabs']
138,['Crafts & Hobbies']
3813,['Cranes (Birds)']
4051,['Craps (Game)']
1142,"['Crawford, Christina']"
509,"['Creation (Literary, artistic, etc.)']"
5569,['Creation']
5833,['Creationism']
4775,['Creative ability in business.']
5142,['Creative ability in children']
5265,['Creative ability in children.']
1889,['Creative ability in science']
1253,['Creative ability']
2928,['Creative activities and seat work']
5219,['Creative activities and seat work.']
237,['Creative thinking']
2043,['Creative writing']
1545,['Cree Indians']
3331,['Creepers (Birds)']
4000,['Cremation']
6423,['Creoles']
4028,['Crete (Greece)']
4610,"['Cribb, Sergeant (Fictitious character)']"
5711,['Cricket stories']
2921,['Cricket']
670,['Crime and criminals']
3128,['Crime prevention']
643,['Crime']
6339,"['Crimean War, 1853-1856']"
909,['Crimes of passion']
4566,['Criminal behavior']
3466,"['Criminal behavior, Prediction of']"
816,['Criminal investigation']
4928,"['Criminal justice, Administration of']"
3823,['Criminal law']
1760,['Criminal methods']
2092,['Criminal psychology']
4003,['Criminal psychology.']
6306,['Criminalité']
81,['Criminals']
1122,['Criminals.']
535,['Criminology']
3627,['Cripple Creek (Colo.)']
4690,['Crisis intervention (Mental health services)']
1066,['Crisis management in government']
1732,['Critical analysis']
6182,['Critical interpretation']
2624,['Critical pedagogy']
3261,['Critical theory.']
3206,['Critically ill children']
2552,['Criticism']
2249,"['Criticism, Textual']"
1353,['Critics']
3378,['Cro-Magnons']
5035,['Crocheting']
949,"['Cross, Alex (Fictitious character)']"
6372,['Cross-country skiing']
2697,['Cross-dressing']
1748,['Cross-stitch']
1178,['Crossword puzzles']
3490,['Crow Indians']
4060,['Cruelty']
6352,['Cruise missiles']
1438,['Cruise ships']
742,['Crusades']
2321,['Crusades.']
2982,"['Crusoe, Robinson (Fictitious character)']"
2077,['Crypto-Jews']
5545,['Cryptogams']
2137,['Cryptographers']
5632,['Cryptozoology']
5762,['Crystallography']
2396,['Crystals']
1047,['Cuba']
4163,['Cuban Americans']
4925,['Cuchulain (Legendary character)']
4202,['Cuentos españoles']
3259,['Cuentos mexicanos']
4912,['Cuentos']
3870,['Cugel the clever (Fictitious character)']
513,['Cuilt']
919,['Cults']
1461,['Cultural pluralism']
5786,['Cultural property']
1223,['Cultural relations']
1536,['Culture conflict']
1102,['Culture shock']
4565,['Culture']
4188,['Cumberland (England)']
4983,['Cumbria (England)']
530,['Cupid (Roman deity)']
5317,['Curfews']
778,['Curiosities and wonders']
1067,['Curiosities and wonders.']
3402,['Curiosity']
4655,['Curious George (Fictitious character)']
1576,['Current Events']
4022,['Curriculum planning']
2790,['Custody of children']
1196,['Customer relations']
5899,['Customer service']
2720,['Customer services']
5119,['Cut-out craft']
4111,['Cyanide murders']
800,['Cyberpunk culture']
5078,"['Cyberpunk fiction, American']"
1632,['Cyberspace']
5527,['Cycling accidents']
2294,['Cycling']
3864,"['Cyclone Tracy, 1974']"
5592,['Cynicism']
5395,['Cystic fibrosis']
1055,['Czech Americans']
895,['Czech fiction']
1305,['Czechoslovakia']
5387,['Czechs']
4870,['DEVINETTES ET ENIGMES.']
4176,['DHTML (Document markup language)']
4646,['DHTML (Document markup language).']
3346,['DNA fingerprinting']
1783,['DVD videodiscs']
4506,['Dachshunds']
3264,"['Daily telegraph (London, England : 1969)']"
3210,['Daimyo']
2138,['Dairying']
4893,['Dakota (Indiens) - Biographies']
1510,['Dakota Indians']
1381,['Dakota Territory']
5777,['Dalai lamas']
1197,"['Dalgliesh, Adam (Fictitious character)']"
1641,['Dallas (Tex.)']
4668,"['Dallas, Eve (Fictitious character)']"
1163,['Dalmatian dog']
2232,"['Dalrymple, Quintilian (Fictitious character)']"
4606,"['Dalziel, Andrew (Fictitious character)']"
1354,['Damascus (Syria)']
598,['Dance']
3741,['Dancers']
6398,['Dances with wolves']
4116,['Dancing']
4568,['Dandies']
3494,['Dangerous animals']
5819,['Dangerously mentally ill']
4869,['Dangs (India)']
4872,['Danish fiction']
4713,['Dark skies (Television program)']
301,['Darkover (Imaginary place)']
398,"['Darling, Jessica (Fictitious character)']"
6173,['Data structures (Computer science)']
4735,['Data transmission systems']
4380,['Data warehousing']
5079,['Database design']
3797,['Database management']
6404,['Database searching']
1186,['Dating (Social customs)']
984,['Dating violence']
3073,['Daughters']
3109,"['Davenport, Lucas (Fictitious character)']"
4525,"['Davisidaro, Harley (Fictitious character)']"
5551,['Day c& Fiction.']
2811,['Day camps']
6439,['Day care centers']
3107,['Days']
2170,['Dayton (Tenn.)']
3374,['Dayton (Tenn.).']
2893,['Dead Sea scrolls']
4477,['Deadlands (Game)']
652,['Deaf women']
1351,['Deaf']
2816,['Deafblind people']
6425,['Deafness']
4212,"['Dean, James,']"
6066,"['Deane, Sarah (Fictitious character)']"
6205,['Death in art']
1138,['Death row inmates']
318,['Death']
2823,"['Death, Apparent']"
5276,"['Deathstalker, Owen (Fictitious character)']"
3019,['Debates and debating']
3453,['Decadence (Literary movement)']
2129,['Deception']
496,['Deciduous teeth']
4910,['Decision making in adolescence']
1890,['Decision making']
2846,['Decision-making']
1079,"['Decker, Peter (Fictitious character)']"
1571,"['Decks (Architecture, Domestic)']"
6155,['Decompression sickness']
4647,['Decoration and ornament']
118,"['Decoration and ornament, Celtic']"
6020,['Decorations of honor']
4884,['Decorative arts']
1235,['Dee Jen-Djieh (Fictitious character)']
3213,['Deep diving']
4908,['Deer hunting']
1119,['Deer']
6007,['Deer.']
3442,['Defectors']
4729,['Defensive (Military science)']
6262,['Del (Fictitious character)']
2056,"['Delaney, Edward X. (Fictitious character)']"
1422,['Delaware Indians']
2389,['Delaware River (N.Y.-Del. and N.J.)']
4327,['Delaware']
5167,['Delhi (India)']
2492,['Delivery of goods']
4918,['Delusions']
6272,['Dementia']
3688,['Democracy']
1673,['Demonology']
1909,['Denial (Psychology).']
1116,['Denmark']
173,"['Dent, Arthur (Fictitious character)']"
2560,['Dental care']
5377,['Dentistry']
2438,['Dentists']
2631,['Denver (Colo.)']
2859,['Department stores']
5427,['Dependency (Psychology)']
453,['Depressed persons']
1184,['Depression glass']
814,['Depression in adolescence']
1321,['Depression in women']
2449,['Depression']
1962,"['Depression, Mental']"
995,['Depressions']
4345,"['Depressions, Economic']"
6097,['Deprogramming']
1469,['Deryni (Fictitious characters)']
5124,['Desert biology']
1090,['Desiderata']
4,['Design']
2118,"['Design, Industrial']"
1934,['Desire']
2103,['Desktop publishing']
4005,['Desktop publishing.']
3351,['Despair']
4628,['Destroyers (Warships)']
5983,"['Detective and mysters stories, American']"
5536,"['Detective and mystery comic books, strips, etc']"
4718,['Detective and mystery fiction']
3361,"['Detective and mystery plays, American']"
38,['Detective and mystery stories']
2158,"['Detective and mystery stories, American']"
2737,"['Detective and mystery stories, American.']"
5713,"['Detective and mystery stories, Australian']"
1792,"['Detective and mystery stories, Austrian']"
5306,"['Detective and mystery stories, Brazilian']"
152,"['Detective and mystery stories, English']"
3532,"['Detective and mystery stories, English.']"
1420,"['Detective and mystery stories, French']"
2967,"['Detective and mystery stories, German']"
6067,"['Detective and mystery stories, Japanese']"
5790,"['Detective and mystery stories, Spanish']"
1333,['Detective and mystery stories.']
3298,['Detective stories']
2733,['Detectives']
271,['Determination (Personality trait)']
1944,['Detoxification (Health)']
3859,['Detroit (Mich.)']
3418,['Deutsch - Literatur - Geschichte - Jugendsachbuch']
4527,['Deutsche - Iran - Intellektueller - Reisender - Belletristische Darstellung']
5621,['Deutschland (DDR) - Student - Auslandsstudium - Woronesch - Geschichte 1979-1984 - Belletristische Darstellung']
1637,['Deutschland - Erwachsener 25-40 Jahre - Alltagskultur - Lebensstil']
6188,['Deutschland - Revolution 1848 - Geschichte']
3607,['Deutschland - Soldat - Geschichte 1939-1945 - Erlebnisbericht']
5714,['Deutschland DDR - Männliche Jugend - Geschichte 1980-1989 - Belletristische Darstellung']
5462,['Deutschland']
2650,['Developing countries']
6109,['Developmental biology']
411,['Developmental psychology']
1649,['Devereaux (Fictitious character)']
303,['Deviant behavior']
894,['Devil']
5612,"['Devlin, Harry (Fictitious character)']"
924,['Devon (England)']
755,['Devotional calendars']
768,['Devotional calendars.']
4219,['Devotional exercises']
1167,['Devotional literature']
3948,"['Devotional literature, English']"
4283,['Devotional literature.']
2489,['Dewey (Fictitious character : Disney)']
3032,"['DiFool, John (Fictitious character)']"
838,"['DiGriz, James Bolivar (Fictitious character)']"
1521,['Diabetes']
5802,['Diabetics']
5202,['Diagnosis']
2405,['Dialectic']
3655,['Dialectical materialism']
4205,['Dialogue']
5836,"['Diamond Necklace Affair, France, 1785']"
1450,['Diamonds']
5062,['Diaries (Blank-books)']
564,['Diaries']
34,['Diary fiction']
3998,['Dice games']
5472,['Dick Deadeye or Duty Done. [Motion picture]']
3743,['Dictators']
3384,['Dictatorship']
3769,['Dictionnaires illustrés français']
1009,['Didactic fiction']
2903,"['Didactic fiction, Canadian']"
3658,['Dido (Legendary character)']
4427,"['Dien Bien Phu, Battle of, Điện Biên Phủ, Vietnam, 1954']"
2791,['Diet therapy']
1453,['Diet']
2271,['Dietary Supplements']
5087,['Dietary supplements']
3891,['Differential Equations']
3189,['Differential equations']
2680,['Digestion']
3694,['Digital audio broadcasting']
2789,['Digital cameras']
5481,['Digital electronics']
5311,['Digital integrated circuits']
5844,['Dikes (Engineering)']
4139,"['Dillon, Sean (Gestalt aus der Literatur) - Belletristik']"
5485,['Dimensional analysis.']
3472,['Diners (Restaurants)']
954,['Dinners and dining']
3244,['Dinosauria']
4538,['Dinosaurs in mass media']
4931,['Dinosaurs in mass media.']
96,['Dinosaurs']
1908,['Diplomacy']
5038,"['Diplomatic and consular service, British']"
6326,['Diplomatic negotiations in international disputes']
4641,['Diplomats']
2086,['Direct-mail fund raising']
4213,['Directors of corporations']
5483,['Directory services (Computer network technology)']
4596,['Dirty Harry (Fictitious character)']
4054,['Disappointment']
4356,['Disarmament.']
3578,['Disaster relief']
3550,['Disasters']
1635,['Disc jockeys']
2570,['Discipline of children']
1592,['Discoveries in geography']
5227,['Discoveries in science']
6432,['Discrimination against Mexican Americans']
4532,['Discrimination against overweight women']
5482,['Discrimination']
852,['Discworld (Imaginary place)']
5351,['Diseases']
2943,['Disguise']
275,['Disinheritance']
5590,['Disney characters']
2573,['Disney motion picture storybooks']
5451,['Disneyland (Calif.)']
1057,['Dissenters']
5495,"['Dissertations, Academic']"
4510,['Distance education']
3380,['Distilleries']
3791,['Divers']
5903,['Dividend reinvestment']
1972,['Divination']
2871,['Divine office']
273,['Divorce']
2034,['Divorced men']
1294,['Divorced mothers']
3582,['Divorced parents']
2025,['Divorced people']
297,['Divorced women']
1474,"['Dixon, Johnny (Fictitious character)']"
6289,['Djibouti']
4393,['Do-it-yourself work']
2040,['Do-it-yourself work.']
1999,['Doctor Who (Fictitious character)']
3556,['Document markup languages']
5108,['Documentary films']
4189,['Documentary photography.']
1241,['Documentary television programs']
817,['Dog breeds']
2493,['Dog shows']
150,['Dogs']
1609,['Dogs.']
2934,['Dogsledding']
963,['Dollhouses']
264,['Dolls']
2401,['Dolphins']
531,['Domestic animals']
4786,['Domestic drama']
180,['Domestic fiction']
4901,"['Domestic fiction, American']"
466,"['Domestic fiction, Canadian']"
5138,"['Domestic fiction, English']"
1384,['Dominica']
759,['Don Juan (Legendary character)']
6203,['Don Quixote (Fictitious character)']
1984,['Donahue (Television program)']
4182,['Donald Duck (Fictitious character)']
3828,"['Donaldson, Maureen']"
1639,['Dones']
3747,['Donkeys']
3968,"['Doris Lessing, Autobiography, (1919-1949)']"
5499,['Dormice']
2136,['Dorset (England)']
4089,['Down syndrome']
339,"['Dracula, Count (Fictitious character)']"
5651,"['Draft Riot, New York, N.Y., 1863']"
5112,['Dragons in literature']
312,['Dragons']
1037,['Dragonslayer (Motion picture)']
5775,['Drama (English)']
1328,['Drama in Swedish']
2611,['Drama inglés']
147,['Drama']
3280,['Dramatists']
2607,"['Dramatists, American']"
4290,"['Dramatists, Czech']"
1872,"['Dramatists, English']"
5623,"['Dramatists, Irish']"
727,['Drawing']
3880,"['Drawing, French']"
4432,['Dream Park (Imaginary place)']
1151,['Dream interpretation']
748,['Dreams']
1283,['Dreams.']
4581,['Dreamweaver. (Computer file)']
6023,"['Dredd, Judge (Fictitious character)']"
2036,['Dressmaking']
373,['Dressmaking.']
2426,"['Drew, Nancy (Fictitious character)']"
1603,['Dried flower arrangement']
5354,['Dried flower arrangement.']
4560,['Droit - Étude et enseignement - Grande-Bretagne']
3143,['Dropouts']
1194,['Droughts']
6331,['Drowning victims']
3989,['Drug abuse and crime']
907,['Drug abuse']
6394,['Drug addicts']
5177,['Drug control']
4571,['Drug control.']
2524,['Drug dealers']
1882,['Drug interactions']
2467,['Drug traffic']
3456,['Drugs and popular music']
1454,['Drugs']
3586,['Druids and Druidism']
1266,['Druids and druidism']
6204,['Drum']
3571,"['Dryden, john, 1631 - 1700. marriage a - La - Mode']"
1721,"['Du Pré, Gabriel (Fictitious character)']"
3082,['Dublin (Ireland)']
4479,['Ducklings']
1884,['Ducks']
2883,['Dude ranches']
6255,['Duitse digkuns']
450,['Duitse drama']
1776,['Duitse fiksie']
4138,['Duitse letterkunde']
1803,['Dump trucks']
5109,['Dundee (Scotland)']
46,['Dune (Imaginary place)']
1755,['Dungeons and Dragons (Game)']
6214,['Durkheimian school of sociology']
189,['Dutch Americans']
5879,['Dutch book']
2782,['Dutch fiction']
1277,['Dutch language']
4699,['Dutch letters']
388,['Dutch literature']
154,['Dwellings']
6369,['Dybbuk']
634,['Dysfunctional families']
1111,['Dyslexia']
